english,romanized
i am ill.,nga nayi
how can that be?,ga tay bay may
no way!,mem wong sa!
gyeltshen said he would be here.,gyeltshen pha dae wong lo
i will be more than happy to help.,cha ro bay ni ra mum
you can save your breath. there is no use talking to him.,choe bu tang. kho nam lo lap khung mi.
pema does not laugh very often.,pema gey mam gha neu me
i think that would be wise.,ani laeshom wong ni zum du
someone must've left the window open.,gagi nachi window chi zha nu
i will never change my mind.,nga sem ju ra me jur
i know that tashi loves you.,nga gi shay tashi gi choe lu ga sey
there is more to it than that.,mam yoe ani lae di
i am not wearing any underwear.,nga underware ma tshu wa yoe sa
i am going to join the school orchestra.,nga jobara school orchestra na join bay ni
"this rule applies to you, too.",ani thrim dhi cholu ya en ty
be content.,lab go mi dhi labsh
she was in the mood for a walk.,mo walk joni mood na deyi
i have no idea what to do next.,dhaben nga gachi ben na thab shay mi may
do you want to go fishing tomorrow?,naba nya zungba jon na
he was the last person i had expected to see during my stay in america.,nga di american doe bi time na kho chay wong c ra ma noe
i think it is very deceptive.,awww zhay thang dey
how would you analyze the situation?,choea gadabay bawong yani zum na
it was truly a miracle.,di di ngo ma ra yamtsen che tok tok em bay
"to my surprise, she was alive.","nam tho lang si si bay, mo ma shey bay"
"one of his two daughters lives in tokyo, and the other in nara.",kho ghi bum nye tokyo and soso di nara na dhu
does she have a boyfriend?,mo lu boyfriend duga?
my cat is following me.,nga gi jele nga luuu tin dawong may
do you speak french well?,choe french laeshom bae speak baetsub ga
she looked at a few dresses and picked the most expensive one.,mo gi gyoenchay dhag pa chi lu ta dhe gong mang me lu dham kha chap chi
this tree is older than that car.,aney shing dee aphe nung khor lay yang loo bom en
he is proficient in farsi.,kho farsi pitsa lab shey
she makes her mother happy.,mo gi mo gi aii sem ga chunu
a dog has a sharp sense of smell.,ro chi ge drem tshu layshom bay smell bay tshu
they are not at all interested.,khong gaya trowa mindu.
is there a flower shop in the hotel?,hotel na meto tshong mi tshong khang du ga?
i would be glad to tell gyeltshen how to do that.,nga gu gyeltshen lu lap zha wong
he studies chinese.,kho chinese lhab may
what teams were playing?,team gaga tsay doeyi?
are you in favor of this motion?,choe ani bay tub ya?
be fair.,fair bay
my life is complete.,mitshey zo si
the beach is empty.,beach di tom mae
you had plenty of opportunity.,choe lu gokap halam thop chi
just a minute.,atsi chi gu mey
i am always thirsty.,khaa kom chi c nga
this is my business address.,dhi nge tshongdrel gi khajang en
there is no one here.,ga ya men dhu
i am hit!,dung yi nga
tashi does not know what mary wants to eat.,mary gachi za go ngoyi ga tashi gi me shey
i will get back to you on that.,nga lok then wong ani na
i think we have achieved our goals.,nga taw dha nga chay gi plan drup chi
give it to whoever needs it.,ga gomi lu jin
i will certainly miss him.,nga kho miss baee may
it is obvious.,taw da ra shey bay
i forgot you were listening.,choe nyen dayii say jay so nu
you cannot be in two places at once.,choe sa go nyi ma tab chi gu doe mi tshu
how do you spell your family name?,choe ghi choe rai zatshang ghi ming ga dhey bey jolo chab wong?
i did not know that at the time.,ani khab nga mashep dhoeyi
she is used to living alone.,"mo..mo ra chi day day dhi ra, da bheen day tshu bay."
it is been so many years.,lo laysha yasi
do not you think i would like to do that?,nga ya bey go sey mano ya?
his sister looks young.,kho gi num chungku thong may
why did you accept this assignment?,ani assgient di gachi bey lenyi?
everything i said was true.,bga gi lab mi gara true ein
i have heard that story already.,nga ani sung ngen yi hayma lay ra
that boy is speaking english.,ani bus dhe enkay lab dhay
i try.,nga try bay wong
that is important to know.,ani shay gop dhi kha chay
i looked down.,nga ma ta yi
she laid the magazine on the table.,mo ghi megaizine table na zha nu
i do not need whatever it is you are selling.,choe ghi tsong mi dhi gachi bey ru nga mingo
"of all the things tashi did last weekend, he says that windsurfing was the most fun.",windsurving dhi maam trowa dhu lo
she slapped him.,mo ghi kho lu dencha lunu
i thought i would always be alone.,nga ra cham chi bay lue ni zum noi
what is his most recent novel?,choe gi recent novel dee ga chi enn goo?
i am on my way home from work.,nga chim na la baywa jodo
it looks like the dog wants something to eat.,rochi de za ni ghi chi gop drey may na
he was killed in the earthquake.,kho earthquake na jong su dhu
i am studying french because i need it for my job.,nga rai la gi daenlae goh ni dhigi french lhabdo
winds from the sea are humid.,jamstho gi lu ma ben humid enn
i feel better already.,nga atsi dra bay
thinley dreams of becoming a millionaire.,thinley chub joni noesam dhu
we study english every day at school.,english atara school na lab do ty
it was not much of a view.,amchi jigs mindu view dhi
we could meet downtown. would that be convenient for you?,ngachey tama ma chey gay ty. choe tab doewong ga
i came across this book in a secondhand bookstore.,ani keydep dhi nga ghi keydep tshongkha gyap chi na thongye
i will wait patiently.,nga gu dey wong
pema has decided to propose to mary.,pema gi mary lu propose bay ni bay plan bay tsa nu
he brought his lunch today.,kho dari lunch banu
i hardly slept last night.,nga khatsa chiru ngey ra matshub
you are my friend.,choe nge charo ean
"you liked that movie, did not you?",khas dhu ga movie
you really have an ear for music.,choe lu music taste laeshom du
it does not make any difference.,di gi di difference ra mi zo tey
they are done.,khong zou cc
i was very proud.,nga dhi namae samae ngye rang yoe
you would not have won without me.,nga meba chin megay choeng
be kind.,laeshom bay
tashi is wise.,tashi seytra du
anyone can do it.,gaa gi yang bay tshu
"if i had 25 more income, i would be more satisfied with my life.",nga gi jacha doru thaep thop pa chin nga samba zoni may
he is very kind to me.,kho nga lu lezhum bew may
i had to finish what i would started.,nga gi go tsu mi di nga ra gi tsa go
i will always be here for you.,"choe gi den lu di, nga atara doe wong"
you must teach me what you know.,choe gi shey me dey nga lu ten go
the math homework proved to be easier than i had expected.,math homework de nga ge noo me wa ya easy du
thinley was beginning to feel tired.,thinley wu dhu ni go tshu nu
i have not eaten for many days.,nga toh maza wa nyim halam ya c
i will buy this.,rate gamchi mo
i hate mondays.,nga za migmar me gha
