english,romanized
I had that weird dream again last night.,daro nga khatsha chiru nyelam dro sii si thong yii
I had to finish what I'd started.,Nga gi go tsu mi di nga ra gi tsa go
I had to go there yesterday.,Nga khatsa pha jo gob thoen yi
I had to help with the housework.,Chimna na gi la tsu bay ni na rub gob dhaye
I had to wait twenty minutes for the next bus.,shul ma ghi bus ghi denlu mina khaychi guye
I hardly slept last night.,nga khatsa chiru ngey ra matshub
I hate Mondays.,nga za migmar me gha
I hate my parents.,nga gi pham mega wae
I hate politics.,Nga politics mega.
I hate silent movies.,Nga silent movie mi ga wae
I hate terrorist organizations.,nga terrorist mi tshu di miga way
I hate that book.,nga afi deb mi gha
I hate this car.,ani numkhor me ga way
I hate weddings.,nga nyen ghi tendrel dhi miga way.
I have a big nose.,nga lu hapa bom yoe
I have a Canadian wife.,nga lu canada lae wife chi yoe
I have a friend whose father is a magician.,"nga gi charo chi yoe c, kho gi apa jadu gar enn."
I have a glass eye.,mito glass tsuyi
I have a large collection of stamps.,nga lu treyta leysha ra yoe
I have a problem dealing with authority.,nga wang cha nang me mee cham bay
I have a rough idea where it is.,Ngagi gaty yoe ga shae do zum baeyi
I have a slight cold.,nga tsa trim thob bay yoe
I have a solution in mind.,nga lu thabshey yoe
I have a tourist visa.,nga lu tourist visa yoe
I have a wife.,nga lu amsu yoe
I have absolute confidence in your judgement.,nga gi choe lu raechae bom yoe
I have everything.,nga lu ga chira yoe
I have hardly any money with me.,nga lu teru atshi yang mi
I have heard nothing from him for five years.,"nga chey ni ma chey ba , lo nga ya si"
I have lived here since 1990.,nga 1990 lay ra na dhoe yoe
I have made up my mind to achieve my goals in three years.,Three years na goal achvieve bayni sey mind make up bayi
I have more than enough.,nga lu lang bay yoe
I have my own reasons.,nga lu reasons yoe baty
I have no energy today.,nga gani ya baygo mano
I have no idea what to do next.,dhaben nga gachi ben na thab shay mi may
I have no idea why it is so.,ani gache bay nee nga meshay
I have no money to buy the dictionary with.,nga lu dictionary nyo ni teru myee
I have no one else to turn to.,Nga ga lu ya turn bay mistubay
I have no one to say goodbye to.,nga joyi si lab goo galu ya mi
I have not been able to go to school for a week.,nga school na majo ba one week joyi
I have not been studying for two days.,nga pay cha ma lhab ba nyim nyi joi
I have nothing to do with it.,Nga bay gop gani ya mi.
I have nothing to fall back on.,Zhen lu rey bay dhay ni gi zang wa mindu
I have rights.,nga lu rights yoe
I have something to trade.,nga lu tshong drel bay ni chala chi yoe
I have to change tires.,nge khorlo sor go bay
I have to do my homework instead of going out.,chikha jo ne menba nga homework bay gop yoe
I have to find someone to help me.,charo chi tshay gi bay
I have to go to the store to buy some shampoo and toothpaste.,"Nga tsongkhang na jogo bay, shampoo da toothpaste ngyo wa"
I have to go to the toilet.,chabsa jogo bay
I have to pay more attention to myself.,nga nga ra lo attention jingo bay
I have to remember to mail the letter.,yigu k ni kolay cheri tang go sa
I have to study for a biology test.,nga bio test ghi dhoen lu paycha taa go
I have to study for the exam.,nga exam gi doen lu paecha tago
I have to think this over carefully.,layshom bay noksam tang go bay
I have two nephews.,nga lu tsa wo ni woe
I haven't been eating out much lately.,dari naba chikha ley pha mazawa halam yasi
I haven't broken any laws.,nga gi thrim lay gaywai la mabay
I haven't decided yet whether I'll go to college or get a job.,nga college na jon na job tsen nara mashey
I haven't eaten for many days.,nga toh maza wa nyim halam ya c
I haven't had dinner.,nge chi ru ge tho ma za
"I haven't read his novel, and my brother hasn't either.",nga ghi ani sung di malhab nga ghi achi ghi ya malhab
I haven't seen her for ages.,nga mo ma thong ba lo halam ya cc
I haven't seen him for about three years.,nga ghi kho ma thong ba loo sum ya si
I haven't seen you for a while.,choe mathomba halam yasi
I haven't talked to you in a while.,dari naba nga choe dha chi kha llo ra malab sa
I haven't yet made up my mind.,nga nosam ra ma thang
I hear that you are having an unusually cold winter.,nga gi go dho zum bay wa chin nam gyen dhi madrawu chi bay ra jang ni yoe lo
I hear voices in my head.,nge mind na voices laysha ha go mey
I heard a voice I didn't recognize.,nga ge ngo mashey mi k chi ha goye
I heard him go out.,nga gi kho chekha josa goie
I heard Pema is filing for divorce.,nga ghi gow dha lu Pema dhi kha jel ni ghi loju dhu
I heard shots being fired.,shots fire josa ha goi
I heard that a paralyzed man was eaten alive by maggots.,maggot gi mi paralyzed chi zaa dha nuu
I hope Tashi will get well soon.,tashi joba dra ru tubay
I hope that it is fine tomorrow.,naba layshom wong chu
I hope that she will help me.,mo gi nga charo bayru tubay
I hope they appreciate it.,Khong Tsu gi ga wa chin tub bay
I hope this doesn't ruin our friendship.,I hope nga chey gi ngye gi friendship meb mitam wong sey ani kor lae
I hope to participate.,nga participate bay ni
I hope we will be able to keep in touch.,naba lae chey wi rey wa yoe
I hope you don't do that.,nga gi rewa lay ban choe gi dey bay mi bay do wong say no may
I hope you enjoy the show.,choe show dhi tro wa thoen thoen wong nyo wi reywa yoe
I hope you had a good time at the party.,dari party na trowa thenyi ga
I hope you're not alone.,choe ra cham men wong noyi rey wa yoe
I hope your business trip to France was successful.,choe ge france na tshongla ge trip dhi layshom ta c ga
I hurried so I wouldn't miss the train.,nga joba wongyie train miss jowong no dhi
I immediately recognized them and so did Thinley.,thinley and nga gi khong ngo shae yi
I just bought a boat.,nga gi boat chi bayi
I just can't wait.,nga gu mitshub bay
I just decided I'd come home early.,Nga decide bay yi nga chim na early jogo sey
I just don't feel like it.,nga gi the ani mam zum tsow may
I just don't know how to do it.,i ghi gaedy bey bey gob ena mishay
I just don't want to be left alone.,nga nga ra che shu ma loe gho ma no
I just found an old diary.,diary nyim chi thob chi
I just got out of a relationship.,Nga relationship lae dato thoem chi en tay
I just got that.,nga ani thob chi en
I just had our house painted.,nga chay gi chim di dari naba cham chi pant bay yee
I just moved here.,nga dato chim pop chi ra enn
I just need a hug.,nga hug go bay
I just need a little more time.,nga lu detshey atsi gop ra en
I just need a little time.,atsi duetshey gobay
I just need to be alone.,nga nga ra chamchi dheygo noyi
I just thought you might want to go skiing with us.,Nga dhin choe ya skiing jodho wong noyi
I just want to be perfect.,nga perfect baygo noyi
I just want to disappear.,nga juk jo go nyo ye
I just want to go home and sleep.,nga chim na jo bay ngye go ngoyi
I just want to go to school.,nga lopdra na jo ni
I just wanted to play poker.,Nga jus poker tsey go no now en tay
I knew my time would come.,nga ghi shaychi nge dhue chi wong sey
I know about that.,nga gi shey
I know as little as you do.,choe baymi nga meshay
I know Dorji knows something.,nga gi shay Dorji gi gachi chi shay say
I know he is busy.,nga ghi shey kho busy enn.
I know how hard it is to do that.,ani bay ni dhi hard yoe sey nga ghi shey
I know I can count on every one of you.,nga gi shay choe tsu lu lo tay tsu say
I know I heard something.,nga shey nga chi goye
I know that Tashi loves you.,nga gi shay Tashi gi choe lu ga sey
I know the name of this animal.,ani animal gi ming shay ty nga gi
I know the perfect place for our party.,nga ge perfect place chi shay party ge denley
I know what I like.,nga gi shay nga gachi ga ga
I know what it's like to be different.,nga gi shay soso bay doe ni di lakha yoe say
I know what it's like to be the new guy.,"nga gi shay, na shap bay yong dha feelings dhi"
I know what you are thinking.,choe gachi kor lay think bew ena nga ghi shey
I know what you want to do.,nga shay choe gachi bey go noyi ga
I know what's right.,nga gachi right ena shay
I know who that is now.,nga ghi shay ani ga ena da ben
"I know you've been waiting a long time, but could you wait just a little bit longer?",nga shay choe hama guu doe yee doro atsi chi gu doe naa saa?
I know.,nga shey
I learned a lot this weekend.,halam lhab chi weekend na
I learned not to ignore my pain.,Rang ge nazhu lu nangta ma khay
I leave for Paris tomorrow.,nga naba paris jodho
I leave that to you.,choe lu lo tay dho may
I left as soon as I could.,nga gadem chi joba jo tshub chi joyi
I left the party too early.,Party na lay dross early then ya si
I left you a message.,nga gi choe lu message chi kayi
I left.,nga thoen ya cc
I left.,nga ya cc
I like being single.,nga single bey ra gaway
I like being with you.,nga choe dha chikha gaway
I like it when it's snowing.,Nga khaw chab da gaw mae
I like listening to Dorji.,nga dorji gi lo lu nen ne ga
I like movies.,Nga movie taa ni gaa
I like my life right now.,dato nga ra gi me tse ra gaway
I like playing golf.,nga golf tse ne ga
I like playing tennis and golf.,nga tennis da golf tshay ni gha
I like rice more than bread.,bread lay dhi to gaye
I like their house.,nga khong gi chim gai sa
I like to be thorough.,nga trang labi
I like to be with my classmates.,classmate nam dhaygo bay
I like to grow flowers.,nga meto ge la bayni lu ga
"I like to put an ice cube into my coffee, because it's usually too hot.",nga dhi coffe nalu ice lu dha gaway because coffe dhi usually dros tshatom wong mae
I like working here.,nga na lu la baygoh noumae
I like your mirror.,nga choe ghi mirror gay ye
I liked this film.,Nga ani lok nyen ga.
I live across the hall.,nga hall gi phakha dep en
I live in the country.,nga galkhab na day dho
I live just up the road.,nga lam dhi gi ta lu dhep een
I looked down.,nga ma ta yi
I lost my health insurance.,nga gi health insurance jangda nu
I lost my key.,nge demi jang ye
I lost my wallet on the way to school.,nga lobdra na jowi lamkha nguelkhu janyii
I lost.,jang yi nga
I love bananas.,nga ngala gaa
I love cooking for my family.,Nga family gi doen lu to zo ni ga
I love her and she loves me.,nga gi mo lu ga and mo gi yang nga lu ga
I love my mother.,nga nga ra ghe aie ga
I love that place.,nga aphi sago di gha
I made a deposit in the bank yesterday.,bank na teru tsu zha ye khatsha
I made a pot roast.,nga ghi pot roast zo yi
I made a regrettable mistake.,Bga gi nam ya jey matsub gi mistake chi bay yi
I made sure no one was following me.,ga gi ya tin dha wom matsub zoi
I make it a rule not to stay up late.,nga rule zo ye nga late may day ca
I managed to finish the work.,nga laa bey tshayi
I may be able to come to your office Monday afternoon.,nga choe ghi office na monday tho zha sha bay hong ni
I may be wrong.,wrong wong
I meant no disrespect.,disrespect bew men
I memorized the poem.,Nga gi poem memorise bay yi
I met him quite unexpectedly.,"nga, ko dang hang to ma bey che chi"
I met him several times.,kho tsa halam chay yi
I miss her so much.,nga mo shu bay dren may
I miss my family and my country.,nga poencha dha gyelkhap dren mai
I missed the school bus!,nga school bus dren yi
I must calculate how much money I'll spend next week.,nga next week teru gamchi spend bay ni enna calculate bay go bay
I must destroy you.,nga choe seyni
I must get going.,nga jogo bay dha
I must obey.,nga ghi nyen gob en
I must resist.,nga tsa gen go
I must've forgotten.,nga jay sop wong
I myself will repair that machine.,nga gi chokha chab wong truel diii
I need a bigger challenge.,nga lu donglen bom gho bay
I need a five-minute break.,nga karma nga ge den nye tshogo bay
I need an interpreter.,Interpreter chi go ni nga
I need more time.,nga lu dhutshey atsi gho bay
I need some nutmeg.,nga kha tsha thang thang chi go bay
I need something else.,gachi chi gobay
I need subtitles.,nga lu jurtshing chi goo bay
I need to charge my cell phone.,nga phone charge bay goo bay c.
I need to repay her.,mo lu lok teru tay go
I need to sleep a little.,nga atsi nye go bay
I neither smoke nor drink.,nga thamkhu da chang thung ni mi
I never drink tea with milk.,nga ngajay thung ra mathung.
I never realized how much I would miss you.,nga choe miss bay bay realize ra mabay
I never told Thinley that.,nga ghi thinley lu malab mey
I never touched Gyeltshen.,Gyeltshen tro ra ma tro may
I never wear a hat.,nga zham tsu ni mi
I no longer wish to be your husband.,nga choe ghi maap mi bey.
I often go swimming at the beach in the summer.,nga summer na atara beach na tsey chaba joni yoe
I often meditate on the meaning of life.,nga gi nga ra metsay ko lay nok sam tang ne yoe
I often played soccer when I was young.,nga chunku gang kangtsey football tsaney yoea
